1000.61	6.07248
998.14	8.09664
995.669	14.1653
993.198	8.09223
990.726	6.06752
988.253	10.1098
985.779	8.08562
983.305	9.09384
980.83	9.09137
978.355	6.05926
975.878	7.06721
973.402	10.0933
970.924	7.06336
968.446	11.0965
965.967	5.04251
963.487	10.0823
961.007	10.0795
958.526	16.1228
956.044	8.05921
953.562	18.1283
951.079	16.1096
948.595	3.01973
946.111	10.063
943.626	5.03014
941.14	5.02877
938.654	4.02191
936.167	4.02082
933.679	11.0542
931.191	7.03258
928.702	9.03943
926.212	12.0493
923.721	10.0383
921.23	4.01423
918.738	7.02298
916.246	4.01204
913.753	6.01641
911.259	0
908.764	9.01968
906.269	8.0153
903.773	9.01475
901.277	8.01092
898.779	6.00654
896.281	3.00245
893.783	3.00163
891.283	6.00161
888.783	6.99997
886.283	0.999721
883.781	3.99779
881.279	3.9967
878.776	5.9934
876.273	5.99176
873.769	4.99177
871.264	2.99424
868.759	8.98026
866.252	5.9852
863.746	3.98904
861.238	7.97589
858.73	3.98685
856.221	2.98932
853.711	5.977
851.201	8.96304
848.69	4.9781
846.178	3.98139
843.666	7.96059
841.153	8.95321
838.639	5.96717
836.125	6.95978
833.609	4.96991
831.094	9.93709
828.577	12.9147
826.06	6.95214
823.542	9.92891
821.023	6.94832
818.504	7.93876
815.984	4.96036
813.463	5.9508
810.942	13.8814
808.42	6.93878
805.897	3.96393
803.374	3.96284
800.85	4.95219
798.325	7.92132
795.799	11.8787
793.273	4.9481
790.746	8.90414
788.219	11.8689
785.69	6.92163
783.161	10.8739
780.632	9.8826
778.101	3.95195
775.57	9.87716
773.038	8.88699
770.506	3.94869
767.973	9.869
765.439	5.91977
762.904	12.8226
760.369	11.833
757.833	8.87232
755.296	8.86987
752.759	9.8527
750.221	8.86498
747.682	8.86254
745.143	4.92227
742.602	9.84183
740.061	9.83912
737.52	15.7382
734.978	6.88358
732.435	8.84788
729.891	13.7596
727.347	5.89533
724.801	13.752
722.256	6.87409
719.709	14.7261
717.162	8.83324
714.614	12.7556
712.066	7.84743
709.516	12.7486
706.966	1.96077
704.415	5.8807
701.864	0
699.312	11.7549
696.759	3.91721
694.206	0.979033
691.651	7.8301
689.096	6.84944
686.541	7.82577
683.984	7.8236
681.427	6.84376
678.869	1.95482
676.311	8.79425
673.752	6.83808
671.192	9.76598
668.631	2.92898
666.07	0
663.508	9.75787
660.945	4.87758
658.382	0.975247
655.818	9.74977
653.253	4.87353
650.687	7.79549
648.121	11.69
645.554	10.7129
642.986	9.73627
640.418	16.5471
637.848	11.677
635.279	12.6466
632.708	7.78038
630.137	14.5842
627.565	12.6361
624.992	7.77391
622.419	11.6576
619.844	16.5104
617.27	9.7093
614.694	11.6479
612.118	3.88156
609.541	11.6415
606.963	11.6382
604.385	15.5133
601.806	19.3863
599.226	16.4737
596.645	6.78142
594.064	15.4961
591.482	7.74589
588.899	16.4554
586.316	8.70928
583.731	13.544
581.147	9.6716
578.561	10.6358
575.975	3.86649
573.388	17.3944
570.8	16.4234
568.211	19.3163
565.622	12.5521
563.032	14.4792
560.442	8.68509
557.85	8.68267
555.258	6.75131
552.665	9.64204
550.072	7.71148
547.477	7.70934
544.882	9.63399
542.287	7.70504
539.69	10.5915
537.093	11.5511
534.495	5.77395
531.897	9.62057
529.297	16.3504
526.697	31.7302
524.097	60.5589
521.495	64.386
518.893	52.8394
516.29	26.8926
513.686	13.4425
511.082	6.71939
508.477	13.435
505.871	1.91875
503.264	5.75466
500.657	7.67073
498.049	9.58574
495.44	2.87492
492.831	6.70627
490.22	9.57771
487.609	6.70252
484.998	6.70065
482.385	9.56968
479.772	3.8268
477.158	5.7386
474.544	7.64933
471.928	9.55899
469.312	15.2901
466.695	10.509
464.078	17.1917
461.46	16.2321
458.841	14.3184
456.221	18.1316
453.6	16.2185
450.979	27.6591
448.357	18.1164
445.735	13.3452
443.111	19.0592
440.487	18.1012
437.862	16.1913
435.237	14.2824
432.61	8.56704
429.983	14.2744
427.355	16.1731
424.727	23.7773
422.098	17.1149
419.468	19.9618
416.837	19.9562
414.205	48.4514
411.573	112.072
408.94	131.03
406.306	95.8721
403.672	38.9075
401.037	23.7174
398.401	22.7623
395.764	14.2225
393.127	18.0101
390.489	36.9576
387.85	118.421
385.21	193.208
382.57	133.504
379.928	58.6872
377.287	18.926
374.644	10.4064
372.001	10.4035
369.357	8.50954
366.712	4.72619
364.066	12.2846
361.42	14.1706
358.773	13.2222
356.125	6.60923
353.476	7.55129
350.827	2.83094
348.177	8.49042
345.526	4.71557
342.875	16.9713
