340.222	4.71292
337.569	4.71159
334.916	1.88411
332.261	6.59251
329.606	13.1813
326.95	9.41258
324.293	3.76397
321.636	9.40727
318.977	8.46416
316.318	9.40197
313.658	5.63959
310.998	6.57767
308.337	7.51522
305.675	8.45224
303.012	5.63324
300.348	7.50887
297.684	4.69172
295.019	1.87616
292.353	10.316
289.687	7.5004
287.02	3.74914
284.352	3.74808
281.683	0.936756
279.013	4.68246
276.343	3.74491
273.672	11.2316
271	5.61419
268.327	7.48348
265.654	9.3517
262.98	1.86981
260.305	2.80393
257.63	8.4094
254.953	1.86823
252.276	1.8677
249.598	6.5351
246.92	5.59993
244.24	3.73223
241.56	0
238.879	8.39277
236.198	0.932266
233.515	3.72801
230.832	5.59043
228.148	4.65738
225.464	0.931212
222.778	11.1714
220.092	0
217.405	5.58253
214.717	3.72063
212.029	5.57936
209.34	7.43704
206.65	0
203.959	4.64552
201.267	-0.928841
198.575	9.28577
195.882	12.0681
193.188	5.56831
190.494	4.63894
187.798	9.27525
185.102	2.78179
182.405	12.051
179.708	-0.926736
177.009	7.41178
174.31	4.63105
171.61	11.1114
168.909	6.47979
166.208	3.70169
163.506	5.55095
160.803	8.32407
158.099	7.39707
155.394	7.39497
152.689	4.62054
149.983	4.61923
147.276	12.0066
144.569	9.23321
141.86	5.53835
139.151	11.0736
136.441	3.69013
133.73	8.30044
131.019	8.29808
128.307	0
125.594	5.52891
122.88	2.76367
120.165	6.44672
117.45	0
114.734	-0.920436
112.017	6.44122
109.299	8.27921
106.581	4.59825
103.862	3.67756
101.142	2.75738
